poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
15056971,Guangzhou,Bruce Lee's Ancestral Home,78,4.4,4.5,,0.0,23.121135,113.243461,Former residence of celebrity,It has the architectural style of Xiguan big house,5-10 minutes,"Bruce Lee's ancestral home is located in Yongqing Lane, Enning Road. Its brick and wood structure with the architectural style of Xiguan House was built in the 1940s by Li Haiquan, the father of Bruce Lee, the ""Four Famous Ugly"" of Cantonese opera. Bruce Lee's ancestral home is located in the park of Peizheng Primary School, and its dilapidated appearance is unremarkable. If it weren't for the seal of ""cultural relics protection"" on the wooden door, it would almost be mistaken for the utility room of the school.",Open at 08:30-21:30
135123614,Guangzhou,Liwan Intangible Cultural Heritage Experience Center (Guangzhou Yongqingfang Intangible Cultural Heritage Workstation),120,4.5,2.3,,0.0,23.114793796796224,113.23761761396617,Traditional/Cultural Experiences,,1-2 hours,"The Liwan Intangible Cultural Heritage Experience Center is located in Yongqing Fang, Guangzhou, and is a place to showcase and experience intangible cultural heritage. Here, numerous intangible cultural heritage projects from Guangzhou and surrounding areas are gathered, including traditional handicrafts, folk art, local opera, etc., providing visitors with an opportunity to gain a deeper understanding and experience traditional Chinese culture.",Open from 09:00 to 18:00 throughout the year
105418396,Guangzhou,Guangdong Customs Museum,43,4.4,4.4,,0.0,23.107298,113.251039,Museums,,0.5-1 hour,"The Guangdong Customs Museum is located in Guangzhou, with a total of 4 floors facing north and south. There are thousands of collections in the museum, as well as a basic exhibition on ""The Development History of Chinese Customs"" and a special exhibition on ""Guangdong Customs and the Maritime Silk Road"".",Open at 09:00-16:00(Admission ends at 15:30)
31678597,Guangzhou,Thirteen Hongs Museum,41,4.4,4.9,,0.0,23.108928,113.251085,Museums,,1-2 hours,"The Thirteen Factories Museum is located on the site of the Thirteen Factories Commercial Hall in the Qing Dynasty (No. 37 Xidi Erma Road, Liwan District, Guangzhou City, Guangdong Province, China). It covers an area of 3060 square meters and has a total construction area of 6090 square meters. Currently, the museum houses more than 2300 cultural relics (sets). The permanent exhibitions include the ""Historical Exhibition of the Thirteen Factories in Guangzhou during the Qing Dynasty"" and the ""Exhibition of Cultural Relics from the Thirteen Factories Period Donated by Wang Heng and Feng Jie"". The museum has a collection of over 2300 cultural relics, showcasing the history of the Thirteen Rows in the form of ""cultural relics+historical documents"".",Open at 09:00-17:30
76956,Guangzhou,Shishi Sacred Heart Cathedral,1249,4.6,6.1,,0.0,23.114637,113.260107,Churches and Cathedrals,,15-45 minutes,"The Sacred Heart Cathedral in the Stone Chamber is the largest church in Guangzhou, as well as one of the largest Gothic buildings in China and one of the four all stone Gothic church buildings in the world. Many people come here to take outdoor photos as souvenirs, and new couples often come here to take wedding photos (only for outdoor shooting, not for indoor shooting). This church was once the Governor General's Office of Guangdong and Guangxi in the late Qing Dynasty. In 1863, it was rebuilt as a church by the invading British army. The spire of the church is 58.5 meters high and has a magnificent atmosphere. The entire body is made of granite. During non Mass hours, the church can be visited freely, but photography is prohibited inside the church. During Mass, walking around the church is not allowed. It has almost all the compositional elements of Gothic churches, including early architectural style stained glass windows and mid to late architectural style double bell tower spires. There is a pair of towering double pointed stone towers on the front of the church, with four large copper bells imported from France in the middle of the towers. The peaceful and solemn atmosphere of the church has also been elevated in this authentic layout. You can freely find a seat inside the church and experience the sacredness and tranquility brought by the building. Full text ","Open at 09:00-11:00,15:00-17:00"
61934636,Guangzhou,Xihualu Meishi Street,66,4.4,4.7,,0.0,23.130453,113.250663,Featured Neighborhoods,,2-3 hours,"There are many food streets in Guangzhou, but the ones that truly win the hearts of Guangzhou people are undoubtedly the local small shops hidden in the old city area. The Xihua Road Food Street, located on Xihua Road in the old city, takes only 10 minutes to walk from one end to the other, but it is filled with various old restaurants' delicacies. Most of the people who come here to eat are local residents, and the food is delicious and affordable. There are no exquisite decorations or excessive services here, only familiar and neighborhood prices from old Guangzhou.",
97404,Guangzhou,Beijing Road Cultural Tourism Zone,982,4.5,6.7,,0.0,23.121657,113.26897,Featured Neighborhoods; Nighttime sightseeing,,2-3 hours,"Beijing Road Pedestrian Street is located in the city center. It is smaller than Shangxiajiu Pedestrian Street, but it is the birthplace of Guangzhou city. Shangxiajiu is equivalent to the front gate fence of Beijing, while Beijing Road Pedestrian Street is more like Wangfujing Street in Beijing. When you come to Guangzhou, you can also position it as the starting point for exploring this city. It starts from Zhongshan Fifth Road in the north and ends at Huifu Road in the south, with a total distance of about 440 meters. This street, which symbolizes the commercial center of Guangzhou and runs north-south, is lined with shops and bustling with people, seemingly always maintaining a thriving vitality. Shopping malls include Guangbai Department Store and Tianhe City Department Store. The business here has flourished since the 10th century in Guangzhou city and continues to this day. Whatever you want to buy, you can basically find it here. Even if you don't have the intention to shop, it's quite interesting to take a walk on the cobblestone road and explore the ordinary alleys of the ancient streets. This' Three Dynasties Ancient Road 'showcases the blue and gray bricks of the Song Dynasty, the yellow sandstone slabs of the Ming and Qing Dynasties, as well as the red, yellow sandstone, and linen stone pavement. In addition, the ""treasure of the entire street"" is undoubtedly the millennium old road ruins lying quietly under the tempered glass cover. This undoubtedly adds a touch of brightness to Beijing Road, which combines classical atmosphere and commercial center. In addition, there are also many specialty snacks here, such as squid balls, squid, radish, beef brisket, beef offal, cotton candy, and so on. But relatively speaking, eating on Shangxiajiu Pedestrian Street is more suitable, with more options available. Full text ","Open year round, 24/7"
143756967,Guangzhou,Dafo Temple - Hongfa Building,1200,4.5,2.3,,0.0,23.12268077445024,113.26785991526198,Religious Sites,,1-2 hours,"Dafo Temple is located in Guangzhou and is a Buddhist temple with a long history. It attracts many tourists with its magnificent architecture and profound cultural heritage. The Hongfa Building is one of the important buildings in the temple, which not only showcases the essence of Buddhist culture, but also serves as an important place for believers and tourists to engage in religious activities and visits.",Open from 08:00 to 17:00 throughout the year
39823237,Nanchang,Jiangxi Provincial Art Museum,13,4.8,5.3,,0.0,28.673888,115.902748,Art Museums,,1-2 hours,"The art museum officially opened in 2020, with a building area of about 20000 square meters. It displays many works of Chinese modern and contemporary artists and is a public welfare art museum.",Open at  09:00-17:00(Admission ends at 16:30)
108263124,Nanchang,Dream of Tengwang Pavilion,381,4.3,6.6,,88.0,28.680633,115.880672,Featured performance; Live Show,,2-3 hours,"The ""Searching for Dreams Tengwang Pavilion"" is a large-scale ""virtual+real-life"" interactive cultural performance project in Nanchang. It starts with the Pavilion of Dreams and is led by Mr. Liang Sicheng, who drew the architectural drawings of Tengwang Pavilion. It is initiated by Wang Bo, the leader of the Four Great Masters of the Early Tang Dynasty, who wrote the ""Preface to Tengwang Pavilion"", bringing together the sages of various dynasties in Jiangxi. Through video projection, lighting, and performances by more than 140 actors, combined with the architectural structure characteristics of Tengwang Pavilion's ""Bright Three Dark Seven"", with ""Seven Dreams and Seven Realms"" as the core, seven colors are used to interpret seven life realms. The cultural characteristics of various dynasties, including ""poetry, books, rituals, and music"", are infused into every detail of the performance, highlighting the literary style and poetic charm, creating a beautiful immersive experience, allowing the audience to appreciate Tengwang Pavilion's profound cultural heritage.",Open at 18:00-22:00
